object_id,developer_id,region_id,planned_year,planned_quarter
2229,17243,29,2030,1
2230,17202,29,2022,1
2231,3064,29,2026,4
2232,14715,29,2021,1
2233,2080,29,2024,2
2234,25574,29,2028,1
2235,13971,29,2022,1
2236,12544,29,2027,2
2237,7037,29,2029,2
2238,26916,29,2020,1
2239,16305,29,2029,4
2240,587,15,2025,2
2241,17234,15,2027,3
2242,13486,12,2020,2
2243,16260,12,2021,3
2244,14820,12,2019,1
2245,13771,27,2029,2
2246,16473,19,2020,2
2247,15992,19,2029,1
2248,17363,35,2027,3
2249,27013,18,2026,3
2250,39574,18,2026,3
2251,18767,18,2030,1
2252,16267,18,2030,4
2253,15986,16,2029,1
2254,2375,23,2029,1
2255,16163,44,2030,1
2256,16927,44,2020,3
2257,7719,38,2024,1
2258,11398,38,2028,1
2259,16943,25,2030,3
2260,17360,21,2022,4
2261,12434,22,2021,3
2262,16107,57,2019,4
2263,24846,20,2030,2
2264,24971,20,2030,1
2265,28928,20,2025,4
2266,17818,20,2026,4
2267,13697,20,2023,4
2268,22662,20,2019,3
2269,14188,52,2021,3
2270,18497,37,2028,1
2271,20587,37,2022,3
2272,1119,40,2023,1
2273,40585,40,2028,2
2274,17684,40,2025,2
2275,6202,40,2021,3
2276,3877,40,2019,2
2277,19404,40,2029,3
2278,20310,40,2022,2
2279,16480,40,2022,2
2280,9318,40,2029,3
2281,14080,40,2030,2
2282,20079,40,2022,3
2283,17283,40,2020,3
2284,17042,61,2019,3
2285,17135,45,2027,2
2286,17335,56,2025,3
2287,1119,32,2027,1
2288,40585,32,2024,4
2289,17684,32,2021,1
2290,6202,32,2019,4
2291,3877,32,2026,4
2292,19404,32,2020,2
2293,20310,32,2024,3
2294,16480,32,2019,2
2295,9318,32,2026,2
2296,14080,32,2022,2
2297,20079,32,2030,1
2298,17283,32,2020,4
2299,13623,75,2020,4
2300,17274,48,2024,4
2301,11433,48,2027,3
2302,16647,66,2030,3
2303,3873,67,2024,2
2304,16431,1,2020,1
2305,17429,1,2026,4
2306,17297,1,2020,3
2307,17190,1,2029,4
2308,14527,3,2019,3
2309,17017,3,2023,1
2310,17384,4,2024,1
2311,10208,4,2023,1
2312,17385,4,2024,4
2313,16666,4,2019,2
2314,15870,2,2024,3
2315,17096,2,2025,3
2316,17382,7,2027,3
2317,17306,6,2019,1
2318,17487,6,2026,1
2319,17314,6,2026,1
2320,24859,6,2027,1
2321,17137,6,2025,2
2322,12570,6,2029,2
2323,14731,6,2030,1
2324,6744,6,2029,2
2325,37314,6,2023,4
2326,13380,8,2020,1
2327,17542,8,2024,1
2328,17268,8,2021,4
2329,17505,8,2029,4
2330,17213,11,2023,4
2331,17497,11,2021,3
2332,17507,11,2022,2
2333,7910,11,2022,1
2334,16471,5,2022,2
2335,24257,5,2021,1
2336,874,5,2022,2
2337,15302,5,2020,1
2338,17269,29,2022,2
2339,17139,29,2025,2
2340,16013,29,2026,2
2341,17587,29,2022,4
2342,18964,29,2026,1
2343,15848,29,2021,1
2344,2622,29,2029,4
2345,11369,29,2024,1
2346,15232,29,2023,1
2347,17533,17,2028,3
2348,12632,19,2027,2
2349,14370,27,2020,1
2350,7984,35,2025,4
2351,17415,16,2022,4
2352,17543,14,2027,1
2353,11166,14,2024,3
2354,17367,18,2023,3
2355,16434,23,2026,4
2356,15606,44,2020,3
2357,16115,44,2030,3
2358,16762,38,2025,3
2359,17322,38,2029,1
2360,26292,30,2024,1
2361,16732,30,2026,4
2362,2147,30,2023,1
2363,17413,30,2020,3
2364,29023,25,2026,3
2365,17387,21,2027,2
2366,15018,21,2028,1
2367,36591,21,2029,1
2368,17164,21,2028,1
2369,15183,21,2025,1
2370,16404,21,2026,4
2371,28145,21,2019,4
2372,9552,33,2019,3
2373,3873,24,2027,4
2374,17014,31,2025,3
2375,17201,22,2019,2
2376,17442,22,2026,4
2377,21126,39,2025,2
2378,16220,39,2023,1
2379,17540,52,2023,1
2380,7924,43,2026,3
2381,39403,43,2025,1
2382,13124,43,2023,1
2383,18872,43,2025,3
2384,15186,43,2024,3
2385,16637,43,2028,1
2386,16381,43,2025,4
2387,71,43,2027,1
2388,17848,43,2028,4
2389,17355,43,2025,4
2390,16909,40,2028,1
2391,17461,40,2027,3
2392,16987,26,2029,4
2393,17447,61,2029,2
2394,17500,45,2023,3
2395,16932,56,2028,4
2396,14518,46,2024,2
2397,17347,46,2025,1
2398,15128,32,2022,4
2399,1825,32,2026,4
2400,30019,32,2029,2
2401,13373,55,2026,2
2402,17337,55,2025,3
2403,14314,55,2030,2
2404,16437,54,2026,4
2405,3860,54,2024,3
2406,14334,54,2026,2
2407,12743,48,2026,4
2408,28453,48,2025,3
2409,43811,48,2022,3
2410,12435,48,2022,3
2411,22265,48,2023,2
2412,14717,51,2022,1
2413,17201,68,2019,2
2414,16762,65,2027,4
2415,17322,65,2022,4
2416,17433,47,2026,2
2417,19064,47,2030,1
2418,17356,63,2022,1
2419,17548,3,2021,2
2420,17608,3,2019,1
2421,18527,3,2023,1
2422,36210,3,2028,1
2423,34051,3,2028,2
2424,2668,2,2023,1
2425,17170,2,2024,1
2426,16868,6,2030,4
2427,4045,6,2020,2
2428,17462,29,2020,1
2429,17421,29,2020,3
2430,16795,29,2022,3
2431,13935,10,2028,2
2432,15269,10,2019,1
2433,15554,10,2022,4
2434,24212,10,2021,3
2435,2100,10,2026,1
2436,37995,10,2020,1
2437,12765,10,2025,3
2438,17244,38,2025,3
2439,4091,38,2027,3
2440,16724,25,2024,2
2441,1957,33,2030,1
2442,937,33,2023,4
2443,9077,21,2024,3
2444,21261,21,2025,4
2445,17596,21,2027,2
2446,12360,21,2027,2
2447,1228,21,2026,4
2448,41447,21,2030,4
2449,15958,24,2030,1
2450,16691,22,2027,1
2451,16674,39,2029,1
2452,17452,40,2027,1
2453,17474,61,2019,4
2454,14697,71,2020,3
2455,17496,78,2020,2
2456,17261,83,2021,2
2457,17330,83,2027,1
2458,17300,1,2026,1
2459,17518,1,2021,1
2460,17519,1,2023,4
2461,17557,3,2024,3
2462,17242,4,2027,3
2463,15227,4,2024,4
2464,29463,4,2021,3
2465,5126,4,2021,1
2466,15472,2,2029,1
2467,17547,7,2020,2
2468,17386,7,2028,1
2469,20166,8,2026,2
2470,16714,8,2022,2
2471,17359,9,2020,3
2472,9527,9,2027,2
2473,16008,9,2022,4
2474,16725,9,2019,1
2475,17639,9,2021,3
2476,2458,9,2022,1
2477,7175,9,2027,1
2478,6582,9,2024,1
2479,4054,9,2022,2
2480,17621,9,2019,2
2481,16883,9,2024,4
2482,18794,9,2021,3
2483,18585,9,2028,4
2484,18432,9,2024,2
2485,16669,9,2027,3
2486,17663,11,2029,2
2487,15544,11,2024,4
2488,17648,11,2021,1
2489,16947,5,2030,1
2490,10328,29,2023,4
2491,18382,29,2022,2
2492,17333,12,2024,4
2493,9566,12,2024,4
2494,24678,12,2019,1
2495,17553,12,2025,1
2496,17615,19,2020,1
2497,17726,28,2030,2
2498,17783,28,2026,2
2499,14828,28,2026,4
2500,2995,28,2019,4
2501,17631,16,2026,1
2502,13329,16,2027,3
2503,25347,16,2025,2
2504,17702,16,2025,4
2505,17674,16,2019,1
2506,6457,18,2022,1
2507,17529,18,2026,3
2508,17299,18,2021,4
2509,16180,38,2030,3
2510,17707,38,2026,4
2511,18841,38,2023,1
2512,163,38,2022,4
2513,69,38,2030,3
2514,23955,38,2024,4
2515,1048,38,2020,2
2516,13767,38,2028,2
2517,17247,23,2022,4
2518,17455,23,2025,1
2519,11271,23,2019,2
2520,17845,23,2023,4
2521,17599,44,2021,3
2522,10627,30,2022,3
2523,13846,30,2021,4
2524,2506,33,2022,1
2525,34715,33,2028,4
2526,44030,33,2022,4
2527,16862,33,2019,2
2528,13155,33,2023,2
2529,17315,33,2020,4
2530,17171,33,2028,3
2531,36591,57,2025,3
2532,17164,57,2027,4
2533,15183,57,2022,2
2534,16404,57,2025,4
2535,28145,57,2019,4
2536,9712,39,2027,1
2537,17585,61,2021,1
2538,10745,45,2024,3
2539,17485,45,2027,2
2540,17763,45,2027,3
2541,17712,41,2028,2
2542,12912,50,2026,4
2543,790,59,2020,3
2544,1828,59,2019,3
2545,14409,78,2026,2
2546,15058,62,2030,2
2547,17751,1,2023,1
2548,17117,1,2030,4
2549,12234,3,2019,4
2550,17843,3,2025,2
2551,17792,4,2023,2
2552,2972,4,2023,4
2553,17652,2,2023,2
2554,22123,2,2027,4
2555,15448,2,2023,2
2556,11428,7,2020,4
2557,17655,7,2027,1
2558,17489,7,2020,2
2559,12247,7,2019,4
2560,16595,7,2027,4
2561,14937,7,2026,3
2562,17879,7,2019,4
2563,16742,6,2026,3
2564,17697,13,2024,1
2565,17044,13,2025,3
2566,18371,8,2030,1
2567,18608,8,2027,4
2568,14915,8,2030,2
2569,16240,9,2027,4
2570,18374,11,2025,4
2571,17782,11,2026,2
2572,6156,5,2030,2
2573,17753,29,2027,2
2574,17873,29,2028,2
2575,17362,29,2025,3
2576,13446,29,2021,2
2577,36997,29,2020,2
2578,38910,29,2030,4
2579,17430,15,2021,2
2580,16902,12,2029,1
2581,19355,12,2027,4
2582,32247,12,2027,1
2583,15821,12,2027,1
2584,19487,12,2027,3
2585,10571,12,2030,1
2586,17898,17,2021,1
2587,17679,17,2023,4
2588,9506,17,2027,4
2589,16577,17,2020,4
2590,16804,19,2027,2
2591,18884,19,2023,1
2592,8487,19,2029,3
2593,17594,19,2024,3
2594,1429,19,2030,3
2595,18372,27,2021,2
2596,17729,14,2030,4
2597,15027,28,2022,3
2598,17768,28,2023,3
2599,17554,35,2030,4
2600,17560,18,2022,3
2601,16181,38,2027,4
2602,14919,23,2021,1
2603,36591,30,2024,2
2604,17164,30,2027,4
2605,15183,30,2029,2
2606,16404,30,2021,2
2607,28145,30,2024,2
2608,12728,24,2020,4
2609,17293,24,2024,2
2610,17279,24,2021,3
2611,17867,24,2019,4
2612,5806,52,2019,4
2613,18385,56,2025,3
2614,17708,56,2024,4
2615,24678,45,2020,2
2616,17553,45,2030,1
2617,17658,34,2021,1
2618,32884,41,2023,3
2619,17863,41,2022,1
2620,16736,32,2021,1
2621,1878,32,2019,3
2622,17814,50,2024,3
2623,18489,50,2022,4
2624,17365,50,2022,2
2625,15336,70,2026,1
2626,11681,70,2030,1
2627,12020,70,2028,1
2628,18397,47,2025,3
2629,17874,48,2024,1
2630,17383,51,2030,2
2631,18409,60,2025,1
2632,7872,60,2020,1
2633,16108,72,2024,2
2634,13712,72,2030,2
2635,18340,72,2020,3
2636,9077,62,2024,3
2637,21261,62,2028,1
2638,17596,62,2027,2
2639,12360,62,2028,4
2640,1228,62,2023,4
2641,41447,62,2021,4
2642,17606,1,2027,3
2643,17671,1,2022,4
2644,17530,1,2025,1
2645,17115,1,2021,4
2646,18569,3,2024,4
2647,33278,3,2029,4
2648,108,3,2025,3
2649,18673,3,2025,2
2650,2217,3,2022,3
2651,18451,3,2023,1
2652,24515,3,2019,4
2653,18490,4,2029,3
2654,16698,2,2025,1
2655,15314,2,2026,2
2656,14219,2,2019,2
2657,17610,7,2026,3
2658,17284,7,2028,4
2659,17902,7,2026,2
2660,18396,7,2029,4
2661,17786,8,2020,4
2662,17148,9,2019,2
2663,13228,11,2024,3
2664,17869,5,2030,1
2665,6572,5,2021,1
2666,17774,29,2021,3
2667,18359,29,2025,3
2668,24859,10,2020,1
2669,17137,10,2026,3
2670,12570,10,2022,3
2671,14731,10,2026,3
2672,6744,10,2020,3
2673,37314,10,2027,1
2674,17475,10,2027,4
2675,17140,10,2019,2
2676,1848,10,2024,1
2677,27204,10,2026,1
2678,18394,10,2024,3
2679,16624,19,2023,4
2680,14637,19,2026,1
2681,18356,19,2026,2
2682,9077,19,2026,3
2683,21261,19,2021,4
2684,17596,19,2022,2
2685,12360,19,2028,4
2686,1228,19,2019,3
2687,41447,19,2026,2
2688,18407,17,2025,1
2689,17157,17,2028,4
2690,17817,17,2022,3
2691,17440,27,2024,3
2692,13900,18,2027,2
2693,18405,35,2030,2
2694,17793,16,2023,1
2695,11612,16,2024,3
2696,17681,16,2024,3
2697,17539,38,2029,4
2698,9527,38,2021,1
2699,16008,38,2029,3
2700,16725,38,2028,2
2701,17639,38,2028,1
2702,17445,44,2025,4
2703,18449,44,2029,3
2704,6288,30,2026,2
2705,18367,24,2023,4
2706,7637,24,2024,4
2707,78,24,2026,3
2708,156,24,2028,1
2709,18358,24,2020,4
2710,13603,24,2022,3
2711,6884,24,2024,1
2712,20215,24,2027,1
2713,15941,24,2029,4
2714,24527,24,2027,4
2715,18615,24,2027,3
2716,33981,24,2024,3
2717,13278,24,2030,2
2718,6889,24,2026,4
2719,16106,24,2024,4
2720,6231,33,2026,4
2721,3241,33,2022,4
2722,18379,33,2029,3
2723,1862,33,2023,2
2724,17544,21,2025,1
2725,18455,22,2030,1
2726,18424,31,2026,3
2727,2292,31,2019,4
2728,1803,31,2025,4
2729,11207,31,2030,3
2730,23500,31,2021,3
2731,17166,31,2025,3
2732,17642,39,2029,4
2733,22430,39,2019,3
2734,20207,39,2021,2
2735,8521,39,2025,1
2736,18530,61,2026,3
2737,17898,61,2025,2
2738,17679,61,2027,3
2739,9506,61,2020,2
2740,16577,61,2027,4
2741,17167,61,2029,2
2742,19069,61,2027,4
2743,17651,40,2028,2
2744,17259,45,2026,4
2745,13624,42,2021,1
2746,15281,42,2027,3
2747,27058,42,2022,1
2748,8117,42,2022,1
2749,18612,42,2029,3
2750,24723,42,2023,4
2751,18514,50,2027,2
2752,24266,41,2021,1
2753,3973,41,2024,1
2754,10871,41,2030,4
2755,14104,70,2021,2
2756,6191,46,2025,1
2757,18418,54,2024,4
2758,17455,51,2030,3
2759,11271,51,2020,2
2760,17845,51,2025,1
2761,17906,59,2028,2
2762,18556,66,2026,2
2763,18046,65,2020,1
2764,16078,65,2023,2
2765,17607,65,2030,4
2766,2618,65,2025,1
2767,18507,53,2019,4
2768,27108,60,2024,4
2769,27058,49,2024,2
2770,8117,49,2029,2
2771,18612,49,2026,4
2772,24723,49,2023,4
2773,18046,62,2020,4
2774,16078,62,2029,1
2775,17607,62,2026,4
2776,2618,62,2029,2
2777,24846,77,2029,3
2778,24971,77,2027,2
2779,28928,77,2020,2
2780,17818,77,2024,2
2781,13697,77,2019,1
2782,22662,77,2023,4
2783,17798,1,2028,3
2784,18535,1,2021,3
2785,17106,1,2028,3
2786,17678,3,2028,1
2787,18617,3,2024,4
2788,26292,4,2030,1
2789,16732,4,2030,2
2790,2147,4,2030,3
2791,18666,4,2020,4
2792,18604,4,2024,4
2793,18428,7,2020,1
2794,17853,7,2019,4
2795,17905,6,2024,4
2796,16145,6,2024,4
2797,18724,6,2019,1
2798,15121,8,2023,4
2799,18533,8,2022,1
2800,17851,8,2024,4
2801,3196,8,2028,4
2802,13792,8,2026,4
2803,17689,8,2025,3
2804,18678,8,2022,3
2805,17656,13,2021,1
2806,18560,13,2029,4
2807,17146,9,2025,1
2808,17781,9,2027,4
2809,18537,5,2020,1
2810,36146,5,2025,4
2811,16756,5,2019,2
2812,17001,5,2021,1
2813,41083,5,2023,3
2814,18677,5,2024,4
2815,18515,5,2025,2
2816,20502,5,2022,3
2817,18603,5,2028,4
2818,18544,5,2025,1
2819,18593,5,2019,4
2820,16881,11,2021,2
2821,18357,11,2023,1
2822,18700,29,2025,3
2823,1957,29,2021,4
2824,937,29,2019,4
2825,16066,29,2026,4
2826,18505,15,2023,4
2827,17013,15,2026,3
2828,7956,12,2020,4
2829,2383,12,2021,1
2830,17266,12,2028,3
2831,19045,10,2019,1
2832,23596,10,2025,4
2833,135,10,2024,2
2834,24905,10,2022,1
2835,34535,10,2029,3
2836,17328,10,2028,3
2837,8975,10,2020,1
2838,5513,10,2023,3
2839,18406,19,2020,3
2840,18726,19,2029,3
2841,18454,19,2027,2
2842,29826,19,2022,3
2843,18597,14,2023,2
2844,18893,28,2028,4
2845,18710,35,2023,2
2846,14790,44,2021,3
2847,13245,44,2025,3
2848,18376,44,2029,1
2849,17773,23,2028,4
2850,18562,30,2030,4
2851,8971,30,2030,2
2852,18735,30,2019,2
2853,18703,25,2026,1
2854,18497,25,2027,4
2855,20587,25,2027,1
2856,10328,25,2022,4
2857,18382,25,2030,2
2858,18747,57,2028,3
2859,17901,31,2029,4
2860,18341,61,2019,3
2861,18586,61,2019,4
2862,40650,61,2024,2
2863,18565,61,2022,4
2864,1405,61,2028,4
2865,16780,61,2020,3
2866,17864,37,2026,3
2867,18461,45,2024,4
2868,18448,45,2030,1
2869,4044,20,2029,3
2870,16946,42,2029,1
2871,13792,42,2020,1
2872,17689,42,2021,3
2873,18678,42,2029,4
2874,18572,56,2019,1
2875,2109,56,2025,3
2876,17535,56,2025,4
2877,34379,32,2023,2
2878,22644,46,2030,2
2879,16468,68,2027,1
2880,17516,68,2023,3
2881,24492,66,2025,1
2882,14970,66,2029,3
2883,18605,66,2021,4
2884,14624,53,2021,3
2885,18653,53,2026,3
2886,18590,49,2030,3
2887,18489,83,2021,4
2888,17365,83,2025,1
2889,18649,83,2027,1
2890,18606,81,2020,4
2891,18738,1,2030,1
2892,15899,1,2022,2
2893,18435,1,2023,2
2894,18342,1,2023,3
2895,18841,4,2022,4
2896,163,4,2019,4
2897,69,4,2027,1
2898,23955,4,2023,1
2899,1048,4,2028,2
2900,13767,4,2024,3
2901,18483,2,2023,2
2902,18842,7,2020,1
2903,18716,7,2028,1
2904,18757,7,2029,3
2905,18546,6,2025,4
2906,17521,13,2027,4
2907,17705,13,2027,2
2908,18756,13,2024,4
2909,10942,13,2021,1
2910,18681,13,2027,4
2911,803,13,2021,2
2912,16572,9,2020,2
2913,18707,9,2019,3
2914,10298,11,2023,1
2915,2454,11,2019,3
2916,18510,11,2030,1
2917,18810,11,2026,2
2918,27695,5,2024,4
2919,15171,5,2024,2
2920,20665,5,2027,4
2921,18706,15,2026,4
2922,2458,15,2021,2
2923,7175,15,2027,2
2924,6582,15,2030,4
2925,4054,15,2028,4
2926,17621,15,2026,4
2927,16883,15,2029,3
2928,18794,15,2025,1
2929,18585,15,2024,4
2930,18432,15,2021,3
2931,18763,12,2020,1
2932,1322,12,2029,3
2933,17418,12,2023,2
2934,18454,10,2028,2
2935,29826,10,2025,3
2936,16782,19,2030,2
2937,18395,18,2021,3
2938,16438,18,2026,1
2939,18650,16,2021,3
2940,16423,16,2026,2
2941,18790,16,2022,3
2942,17467,38,2030,1
2943,17001,38,2029,4
2944,41083,38,2019,2
2945,18677,38,2025,3
2946,18515,38,2024,4
2947,20502,38,2027,1
2948,17859,38,2025,1
2949,18657,38,2023,3
2950,18862,44,2022,4
2951,18634,44,2020,2
2952,18698,23,2021,2
2953,15511,25,2021,2
2954,19277,25,2025,2
2955,18664,57,2019,1
2956,18719,57,2022,4
2957,1161,39,2029,3
2958,2458,31,2023,1
2959,7175,31,2023,4
2960,6582,31,2029,4
2961,4054,31,2022,1
2962,17621,31,2021,3
2963,16883,31,2025,1
2964,18794,31,2019,3
2965,18585,31,2024,2
2966,18432,31,2021,4
2967,8086,43,2029,1
2968,17412,43,2021,1
2969,18773,40,2026,2
2970,18686,45,2024,4
2971,17909,41,2022,1
2972,18393,69,2023,3
2973,18808,56,2021,3
2974,17350,36,2019,4
2975,7570,75,2019,4
2976,18641,66,2019,1
2977,18787,66,2025,1
2978,18723,67,2021,1
2979,18624,60,2029,4
2980,11818,60,2030,3
2981,7719,78,2024,4
2982,11398,78,2020,2
2983,18755,62,2030,1
2984,18669,62,2028,4
2985,18772,77,2029,4
2986,6203,87,2030,1
2987,18557,87,2027,2
2988,17428,4,2020,3
2989,18420,4,2027,3
2990,18950,13,2027,1
2991,18832,8,2027,1
2992,16013,8,2025,4
2993,17587,8,2020,4
2994,18964,8,2024,1
2995,15848,8,2028,4
2996,2622,8,2019,4
2997,11369,8,2028,1
2998,18656,9,2029,2
2999,28410,5,2023,2
3000,13519,5,2028,3
3001,18761,5,2030,3
3002,40160,5,2020,2
3003,18945,5,2020,2
3004,17379,29,2022,2
3005,18901,29,2030,2
3006,19064,29,2027,1
3007,18431,15,2026,3
3008,19063,12,2024,3
3009,18437,19,2025,4
3010,18827,19,2027,3
3011,18935,19,2027,3
3012,16635,10,2019,4
3013,16921,10,2030,2
3014,18882,17,2021,2
3015,18796,17,2021,1
3016,18894,17,2030,4
3017,18981,28,2029,4
3018,27058,28,2021,1
3019,8117,28,2023,3
3020,18612,28,2028,3
3021,24723,28,2024,2
3022,22248,38,2026,2
3023,18788,38,2027,2
3024,13641,38,2025,3
3025,19050,44,2028,2
3026,14440,44,2026,4
3027,18484,44,2029,2
3028,19231,44,2025,1
3029,20507,23,2024,2
3030,4762,23,2024,3
3031,6181,23,2026,1
3032,18766,25,2026,4
3033,17826,25,2026,2
3034,2458,25,2021,4
3035,7175,25,2019,3
3036,6582,25,2019,3
3037,4054,25,2024,4
3038,17621,25,2021,4
3039,16883,25,2023,1
3040,18794,25,2021,2
3041,18585,25,2026,4
3042,18432,25,2028,1
3043,18793,24,2026,2
3044,18949,24,2028,2
3045,18728,24,2022,4
3046,18993,33,2030,1
3047,14492,33,2026,4
3048,18804,21,2024,2
3049,19330,21,2026,4
3050,18939,21,2019,2
3051,18884,21,2024,4
3052,8487,21,2020,2
3053,17594,21,2019,3
3054,7354,39,2026,4
3055,3493,39,2026,2
3056,18758,61,2027,1
3057,17660,61,2026,2
3058,7924,69,2019,3
3059,39403,69,2020,3
3060,13124,69,2027,2
3061,18872,69,2027,2
3062,15186,69,2025,1
3063,16637,69,2024,2
3064,16381,69,2020,1
3065,71,69,2019,2
3066,17848,69,2020,1
3067,17355,69,2030,3
3068,18943,36,2023,1
3069,17632,47,2025,3
3070,19467,47,2023,4
3071,19291,47,2024,1
3072,18699,47,2023,3
3073,21515,66,2020,3
3074,18831,66,2022,1
3075,12247,48,2027,4
3076,16595,48,2022,1
3077,14937,48,2026,4
3078,17879,48,2021,1
3079,18781,60,2028,2
3080,17574,83,2022,4
3081,18586,76,2021,3
3082,40650,76,2030,2
3083,18565,76,2028,2
3084,1405,76,2021,3
3085,19270,1,2029,3
3086,18878,3,2027,3
3087,16707,3,2030,3
3088,17632,3,2022,4
3089,19467,3,2026,4
3090,19291,3,2022,4
3091,18699,3,2023,1
3092,17439,2,2020,2
3093,18843,7,2028,2
3094,18608,13,2019,4
3095,14915,13,2022,1
3096,5535,13,2025,4
3097,19215,6,2029,2
3098,18991,9,2025,3
3099,18983,5,2023,1
3100,6684,5,2030,1
3101,30234,5,2025,2
3102,19189,5,2022,2
3103,17790,11,2025,1
3104,17197,29,2030,3
3105,19071,29,2020,1
3106,19311,29,2019,3
3107,19122,15,2030,4
3108,18654,15,2026,4
3109,6447,12,2024,1
3110,19278,12,2026,4
3111,18543,12,2022,1
3112,18731,12,2025,4
3113,19173,17,2028,4
3114,17517,16,2023,1
3115,17634,38,2025,4
3116,17040,38,2029,4
3117,19007,14,2028,4
3118,19234,14,2024,1
3119,18803,28,2023,3
3120,18050,35,2025,4
3121,17426,23,2027,1
3122,14208,23,2023,4
3123,18452,25,2025,4
3124,18821,24,2029,2
3125,13784,61,2022,4
3126,120,61,2028,1
3127,19169,61,2028,2
3128,1537,61,2019,4
3129,19107,21,2019,3
3130,15577,56,2023,1
3131,40772,56,2022,1
3132,20317,56,2030,1
3133,19247,56,2022,2
3134,27058,43,2030,3
3135,8117,43,2030,4
3136,18612,43,2029,3
3137,24723,43,2019,4
3138,19276,37,2027,1
3139,19030,40,2027,2
3140,18986,45,2026,4
3141,18896,45,2021,3
3142,19106,45,2020,1
3143,19089,45,2024,3
3144,15392,45,2024,3
3145,19262,45,2021,3
3146,19314,22,2028,4
3147,10328,52,2027,3
3148,18382,52,2029,1
3149,18191,34,2020,1
3150,18484,34,2030,2
3151,19231,34,2028,3
3152,19157,41,2020,2
3153,18875,26,2027,4
3154,19105,64,2027,3
3155,18954,64,2025,4
3156,19327,64,2022,1
3157,27013,55,2022,1
3158,39574,55,2021,2
3159,18767,55,2028,4
3160,18381,54,2022,1
3161,18611,47,2023,1
3162,16975,47,2019,1
3163,18874,66,2022,1
3164,19065,66,2019,1
3165,18765,66,2022,1
3166,18972,72,2020,2
3167,18339,72,2024,3
3168,19377,67,2030,4
3169,19028,83,2025,4
3170,19136,83,2025,4
3171,18966,62,2028,1
3172,24968,81,2023,3
3173,18985,81,2021,1
3174,19040,87,2023,2
3175,19145,87,2026,4
3176,17632,84,2030,1
3177,19467,84,2026,2
3178,19291,84,2020,2
3179,18699,84,2027,1
3180,19081,79,2028,4
3181,19290,1,2024,2
3182,19253,3,2026,2
3183,19212,2,2020,2
3184,19205,2,2021,1
3185,28194,2,2026,4
3186,19087,2,2026,4
3187,18814,2,2025,3
3188,19348,7,2020,1
3189,19982,7,2027,3
3190,19269,7,2029,3
3191,1280,7,2019,1
3192,19421,7,2020,2
3193,12740,9,2024,3
3194,19444,9,2025,4
3195,36591,9,2027,4
3196,17164,9,2027,2
3197,15183,9,2026,3
3198,16404,9,2028,1
3199,28145,9,2024,4
3200,19166,5,2024,4
3201,14907,5,2028,4
3202,17503,5,2021,4
3203,17491,11,2025,2
3204,3580,11,2029,1
3205,19319,11,2029,4
3206,16828,29,2019,4
3207,19282,29,2022,2
3208,17246,15,2019,4
3209,19285,15,2020,3
3210,17455,12,2023,4
3211,11271,12,2030,4
3212,17845,12,2028,1
3213,16327,10,2027,4
3214,15606,18,2024,3
3215,16115,18,2029,2
3216,15605,18,2027,1
3217,14204,14,2029,3
3218,18511,35,2020,2
3219,12533,35,2021,2
3220,20189,44,2023,4
3221,7445,23,2029,1
3222,19424,23,2029,1
3223,18961,25,2023,4
3224,16910,25,2026,4
3225,5159,25,2024,4
3226,15610,25,2023,4
3227,20201,25,2021,2
3228,6107,25,2021,4
3229,18529,25,2026,4
3230,19018,30,2022,3
3231,1339,30,2028,1
3232,19490,30,2026,3
3233,15368,30,2023,3
3234,19445,61,2030,2
3235,18816,39,2019,2
3236,17608,31,2026,3
3237,18527,31,2020,1
3238,36210,31,2025,1
3239,34051,31,2021,3
3240,17246,43,2026,1
3241,19496,43,2026,1
3242,19143,45,2025,4
3243,15320,26,2029,2
3244,19459,26,2021,3
3245,19067,26,2025,1
3246,19306,26,2030,2
3247,7292,26,2028,2
3248,19074,46,2020,3
3249,120,48,2021,2
3250,19169,48,2025,4
3251,1537,48,2022,2
3252,17246,59,2030,4
3253,20789,59,2020,3
3254,19308,65,2024,4
3255,19468,60,2029,3
3256,18887,60,2019,2
3257,17936,77,2023,3
3258,20393,1,2022,4
3259,19296,1,2026,1
3260,19451,1,2027,3
3261,21480,1,2022,4
3262,18365,1,2020,4
3263,12860,3,2022,4
3264,19358,3,2030,2
3265,19111,3,2021,1
3266,12810,3,2019,4
3267,17756,3,2023,2
3268,17193,2,2024,2
3269,21107,7,2019,3
3270,19342,7,2023,3
3271,20583,13,2026,1
3272,16687,13,2026,3
3273,20142,6,2019,4
3274,19317,6,2026,3
3275,28410,6,2025,4
3276,13519,6,2025,1
3277,18761,6,2029,2
3278,20981,8,2024,3
3279,36818,8,2019,2
3280,12542,8,2026,2
3281,18576,8,2028,4
3282,18837,8,2029,2
3283,24553,8,2025,1
3284,19293,8,2026,3
3285,19281,8,2019,1
3286,40108,5,2021,4
3287,19363,9,2026,4
3288,21264,11,2024,4
3289,13911,29,2021,4
3290,19330,29,2019,2
3291,18939,29,2024,4
3292,18780,29,2022,4
3293,20921,29,2026,2
3294,17543,10,2028,4
3295,11166,10,2026,4
3296,17121,12,2030,3
3297,19092,12,2029,1
3298,21370,16,2021,3
3299,10841,38,2023,4
3300,22161,38,2019,3
3301,21125,38,2024,4
3302,22190,28,2020,4
3303,15871,57,2023,2
3304,18622,57,2029,1
