developer_id,developer_name,developer_inn,developer_ogrn,active_projects,total_construction_volume,living_construction_volume,avg_project_floors,regions_count
27392,СЗ АЛЬТУМ ГРУПП,7452166029,1247400001100,5,29845.30,22479.00,8.00,1
11616,СЗ АРБАТ,0916002415,1060916016480,1,29840.25,19991.79,17.00,1
19467,СЗ КИТ,5506236779,1235500020722,1,29836.12,18416.57,20.00,1
23380,СЗ АСК-ВИЛОНОВА,6685168066,1196658070872,1,29809.60,20555.47,29.00,1
11273,СЗ КАЛИНИНГРАДСТРОЙ,3918014669,1193926006174,1,29763.84,15855.32,9.00,1
16405,СЗ УТЁС,9103094504,1209100012318,3,29724.20,0.00,16.00,1
2162,СЗ ВКД-1,5407496663,1145476063017,1,29714.00,0.00,15.00,1
13653,СЗ СООБЩЕСТВО РЯЗАНСКИХ СТРОИТЕЛЕЙ,6234132839,1146234007930,1,29707.46,15436.26,20.00,1
565,СЗ СИБИРЬ-РАЗВИТИЕ,5403339290,1125476106634,1,29677.00,18575.63,19.00,1
17514,СЗ БСК - РАЗВИТИЕ,5029106859,1075029010286,4,29671.30,19629.30,9.00,1
13793,СЗ ЭТАЛОН ИНВЕСТ,2632117053,1202600014451,3,29656.69,14021.14,10.00,1
20916,СЗ БЕРИНГ ВЫСОТЫ,2700022645,1232700019507,1,29560.01,14421.15,24.00,1
3164,СЗ КЛАССИКА,2901243588,1132901012727,2,29540.46,17939.65,6.00,1
27385,СЗ УРЗ-2,9707014526,1237700750781,1,29535.94,22320.90,25.00,1
11285,СЗ СТРОЙУСЛУГИ-2,1660313308,1181690043303,1,29513.01,13432.21,26.00,1
354,СЗ СМУ-60,2129056902,1052128024079,2,29505.40,22112.18,21.00,1
12679,СЗ ККФЖС,2461045286,1192468039169,1,29495.70,20996.18,10.00,1
16447,СЗ ВГС 35,3525468228,1213500003199,4,29423.30,18761.24,8.50,1
16694,СЗ ДОМ НА УСПЕШНОЙ,5507272890,1195543027426,1,29423.00,20124.07,17.00,1
14560,СЗ АПРИ ФЛАЙ ПАРТНЕРС,7453345060,1227400004974,6,29399.37,16580.48,3.83,1
15587,СЗ НОВАЯ ЖИЗНЬ-РОЙКА,5262387570,1225200029779,16,29388.80,23225.60,4.00,1
19082,ООО СЗ АИБ,2311361701,1242300013196,3,29377.00,19197.60,11.00,1
1834,К-РИШУВИЛ,2724195439,1142724007690,2,29374.01,20689.42,27.50,1
17284,СЗ ОТДЕЛЬНЫЙ 5,6671267469,1236600024165,1,29351.00,15412.30,31.00,1
16286,СЗ АЛЬЯНС ГРУПП,6161093783,1216100009619,1,29330.57,14529.49,9.00,1
16008,СЗ СПУТНИК,6162088218,1227700776808,1,29315.59,17372.04,24.00,1
13771,СЗ ОЗОН,1831202618,1211800012115,2,29232.62,18155.10,18.00,1
3742,СЗ АЛЬЯНС,2464131014,1162468111475,1,29232.30,17758.20,18.00,1
16148,СЗ ПОСЕЙДОН 1,9727004580,1227700450053,5,29227.18,20628.00,17.00,1
26244,СЗ КМГ-КОМФОРТ,5003160523,1235000158997,1,29219.88,0.00,13.00,1
2266,СЗ ТАЛАН-ЯРОСЛАВЛЬ,7602038340,1037600001350,1,29203.20,18630.30,19.00,1
3796,СЗ СПСИТИ,7709944001,5137746238526,1,29201.15,18919.08,18.00,1
21810,СЗ АТАМАН,6168120443,1236100016646,2,29194.15,18939.21,10.00,1
16026,СЗ ПРОГРЕСС СТАНДАРТ,3000004307,1223000005601,3,29189.07,19180.56,21.33,1
126,СЗ КВС-СЕРТОЛОВО,7811523068,1127847296389,2,29160.05,19796.66,9.00,1
20854,СЗ ФРИОБА,0275929968,1230200006222,1,29096.49,0.00,33.00,1
496,СЗ КОМПАНИЯ СТРОЙ-СЕРВИС,3702694570,1133702006712,2,29065.20,18710.39,15.00,1
15382,СЗ РЕГИОНЖИЛСТРОЙ,2116498910,1092135000407,2,29044.40,16708.66,17.00,1
38733,СЗ МОТОВИЛИХИНСКИЙ 17,5904412945,1245900019639,3,29008.00,20070.47,11.67,1
18407,СЗ СИБИРСКИЙ КВАРТАЛ,5904298990,1135904022561,1,28984.67,13464.00,17.00,1
23596,СЗ ВЫСОТА,9402015395,1239400009507,1,28975.98,10802.90,26.00,1
19053,СЗ ПРЕМЬЕР,9102233949,1179102022153,1,28960.60,0.00,8.00,1
39579,СЗ ЦЕНТР НА ТЕССИНСКОМ,9731054953,1197746645656,1,28951.90,15250.90,13.00,1
39292,СЗ СТЭК-АТП,0275930674,1230200021260,1,28940.67,13954.23,25.00,1
23405,СЗ ЯРОСЛАВЛЬСТРОЙПРОЕКТ,3900026790,1243900006910,2,28913.11,19634.06,15.50,1
16049,СЗ СТРОЙ ДЕВЕЛОПМЕНТ,7203511476,1207200018134,6,28902.77,20919.97,4.00,1
16216,СЗ АСПЭК-А,1831202512,1211800011521,3,28882.46,21514.00,15.33,1
18706,СЗ РОТОНДА,3663161640,1233600007420,1,28868.30,18303.11,29.00,1
16672,СЗ ЭДЕЛЬВЕЙС-6,2540262445,1212500016520,1,28839.90,13468.80,23.00,1
28316,СЗ ВМЕСТЕ,3812161582,1243800009496,1,28835.10,20161.60,20.00,1
37275,СЗ БРИЗ МАРИНА,0500012678,1240500009914,1,28800.00,0.00,6.00,1
1919,СЗ АЛТАЙ-СТРОЙ,4345090468,1044316571694,2,28779.16,16177.74,16.50,1
32576,СЗ КАПЕЛЛА,7806589634,1217800119987,1,28732.82,19566.46,13.00,1
34192,СЗ СПОРТ ИНВЕСТ,9102281903,1229100006508,8,28702.40,0.00,5.00,1
10001,СЗ ДСК,2801106556,1052800098251,4,28696.00,15331.60,11.25,1
22786,СЗ СК НСЗ,0264084469,1240200040046,3,28679.29,18211.72,12.67,1
12476,СЗ ФСК,2465336423,1202400030260,1,28651.00,0.00,7.00,1
11108,СЗ КБС-ЦЕНТРАЛЬНЫЙ,2464150754,1192468036859,3,28629.80,20920.50,17.33,1
6278,ИСК ВОЛГОСТРОЙ,3443126640,1153443030212,3,28619.48,16945.35,14.00,1
11312,СЗ СТРОИТЕЛЬНАЯ КОМПАНИЯ СТЭЛ,3662142764,1093668013812,1,28616.50,18969.00,18.00,1
1867,СЗ ПРОМСТРОЙ-ЦЕНТР,4205207268,1104205015650,2,28615.70,16248.90,16.00,1
11360,СЗ ФОРА,7604213276,1117604016463,1,28612.03,19652.50,19.00,1
7841,СЗ ПРОСПЕКТ ФЕДЕРАЦИЯ,6685151129,1186658052756,1,28597.00,16734.20,32.00,1
4086,СЗ ТЕХНОСТРОЙОЛИМП,7709628581,1057748065550,3,28593.30,18743.14,10.00,1
11125,СЗ ЗАПАДНЫЙ ЛЕС,3904057334,1043900806344,1,28571.30,13431.30,16.00,1
22635,СЗ СК УНИСТРОЙДОМ-5,1686028560,1231600030364,1,28540.03,15114.04,18.00,1
18466,СЗ ПРОСПЕКТ,6318071533,1236300011001,2,28536.20,14386.44,6.00,1
15860,СЗ АЗИЯ-КОНТРАКТ-ХАБАРОВСК,2721251741,1212700012733,1,28523.87,14728.09,19.00,1
16108,СЗ ПОБЕДА,6319258862,1226300040944,4,28498.70,22024.55,17.00,1
10909,СЗ САМОЛЕТ-ЗАРЕЧЬЕ,7731471424,1147746543658,1,28495.11,18039.44,10.00,1
13667,СЗ НИЖНЕИСЕТСКИЙ ПРУД,6685119693,1169658108839,1,28490.98,17299.93,27.00,1
19132,СЗ ГАРДЕН-18,0274985617,1240200008520,2,28430.00,18516.22,13.00,1
8113,КОМОССТРОЙ ОЛИМП СЗ,1831194100,1191832009126,1,28429.30,18414.90,17.00,1
8904,СЗ ЖИЛСТРОЙ ДЕВЕЛОПМЕНТ,5835103598,1135835003886,2,28427.16,20987.32,18.00,1
16747,СЗ ЮГ-ОПТИМУМ,6330099214,1236300003752,3,28417.55,17910.67,12.67,1
17679,СЗ ЕВРОСТРОЙ,0572027666,1210500000919,1,28414.58,16656.38,13.00,1
18515,СЗ СИРИУС,1831205672,1221800006405,1,28379.06,18562.95,17.00,1
1878,СЗ СОЛНЕЧНЫЙ,3257043241,1163256057865,3,28372.80,19487.70,17.00,1
202,СЗ СТРОЙУСЛУГИ,1660075460,1041630233699,1,28357.54,9943.41,21.00,1
15577,СЗ АВИАТОР,7100007041,1217100006925,3,28354.32,20521.38,16.00,1
37800,СЗ ОСЕНЬ,0700022433,1250700001012,1,28350.39,18615.00,13.00,1
17544,СЗ ГК ПРАЙД ИНВЕСТ,2204092109,1202200021220,2,28316.54,17253.30,13.00,2
20888,СЗ БУРАН-3,3000001352,1223000002653,1,28315.99,16923.80,23.00,1
14536,СЗ ФИРМА АСПЕКТ ПЛЮС,2634110085,1222600004395,2,28309.30,16265.40,11.00,1
9282,СПЕЦЗАСТРОЙЩИК РАЗВИТИЕ,1840009120,1121840003768,2,28290.63,19375.30,9.00,1
32849,СЗ УРБАНСТРОЙ,2100026334,1252100004232,2,28284.51,13919.34,17.00,1
14466,СЗ КОМПАС,3906972265,1153926031412,1,28238.80,0.00,8.00,1
16240,СЗ МАНХЭТТЕН,6167201918,1216100026339,1,28207.75,15724.59,31.00,1
14629,СЗ МЕТА-КРАСНООБСК,5433973217,1205400003720,2,28204.53,19130.42,9.00,1
32906,СЗ ЛЕНИНА 100,6678101279,1196658028698,1,28180.00,19023.66,25.00,1
957,СЗ ГРАД-РАЗВИТИЕ,3666173241,1113668034050,2,28170.94,20584.83,20.00,1
17804,СЗ АКВАРЕЛЬ,3444278540,1223400010382,1,28142.50,18150.25,18.00,1
23778,СЗ КОНСОЛЬ,2901319290,1242900005699,1,28129.50,19708.00,18.00,1
14753,СЗ ЗЕЛЕНАЯ ДОЛИНА,1648053131,1201600088579,3,28128.70,16415.10,9.33,1
1429,НОВЫЙ ГОРОД,1840044284,1151840009771,1,28108.50,15090.20,16.00,1
1977,СЗ СОЮЗ-8,2635831883,1142651018927,1,28097.00,16086.90,11.00,1
16396,СЗ ПЗСП ВЫШКА-2,5903153663,1225900012678,2,28070.88,21040.60,10.50,1
39227,СЗ СТРОИТЕЛЬНЫЕ ИННОВАЦИИ ПЛЮС,2540256240,1202500012208,1,28064.88,17020.40,22.00,1
15018,СЗ ВЫШКА,2225225825,1222200011285,1,28048.10,15166.90,9.00,1
12920,СЗ ГОЛОС.НОВЫЙ ГОРОД,7448229445,1207400044235,1,28021.20,13750.90,9.00,1
3473,СЗ КОМПАНИЯ ВЫБОР,2315115369,1052309101118,2,28007.70,15512.70,22.00,1
24554,СЗ ВЗЛЕТ,2536338268,1232500007332,2,28001.91,18227.70,15.00,1
45328,СЗ ЭТАЛОНСТРОЙ,7453367641,1267400002121,1,27999.90,16322.70,10.00,1
19841,СЗ ЭВИЛИН КМ-10,2635260647,1242600001995,1,27980.00,14149.70,24.00,1
10936,СЗ ВОЛГОГРАДРЕГИОНСТРОЙ,3443096924,1103443001111,4,27968.00,18415.80,14.50,1
19334,СЗ ЮГКУРОРТСТРОЙ,9102063655,1149102170315,3,27953.59,18125.18,10.00,1
35930,СЗ АКФЭС,7000011245,1237000008684,1,27927.00,15798.13,18.00,1
34882,СЗ САФИЙА,0700027304,1250700005863,1,27920.88,15385.22,12.00,1
17702,ПАТЕФОН,3905032371,1023900991070,1,27918.35,15722.90,8.00,1
18728,СЗ ИНВЕСТ РЕЗУЛЬТАТ,7735201115,1237700715955,1,27838.10,17966.40,13.00,1
1452,СТРОЙПРОЕКТСЕРВИС,6311018869,1026300520872,2,27775.58,20228.74,19.50,1
16824,СЗ ЧЕТВЕРТЫЙ КВАРТАЛ,7203334019,1157232006733,2,27765.00,14434.90,13.50,1
17893,СЗ РИВЬЕРА-ГАЛАКТИКА,6679170444,1236600062005,1,27717.04,15072.00,20.00,1
17426,СЗ АНДОР ИНВЕСТ,5260488808,1235200005281,2,27702.50,16988.99,13.00,1
13207,СЗ РЕЗИДЕНЦИЯ 15,3460059954,1153443023535,3,27697.61,0.00,6.33,1
17057,СЗ Т-ОТЕЛЬ,5029253959,1205000011226,1,27676.60,0.00,17.00,1
17541,СЗ ПРО-СЕРВИС.ЮГ,7842195314,1217800136432,1,27646.40,0.00,9.00,1
2636,СЗ АДАЛИН-СТРОЙ,2221195827,1122225001216,1,27607.80,14277.00,16.00,1
16642,СЗ СЕВЕРНОЕ СИЯНИЕ,9102289719,1239100007343,2,27579.21,15019.45,9.50,1
18650,МЕРКУРИЙ-1,3900025638,1243900005690,3,27536.90,17126.11,8.00,1
9953,СЗ ТАМБОВСТАРСТРОЙ,6829141082,1186820002786,3,27499.20,17916.30,9.00,1
17042,СЗ СМК ДЕВЕЛОПМЕНТ,0542021610,1220500014481,2,27499.00,15248.95,10.00,1
2454,СЗ БЕРЕЗОВАЯ РОЩА,5904285944,1135904004940,1,27498.90,16048.20,23.00,1
3992,СЗ ЖИЛСТРОЙ-ИНВЕСТ,5752043909,1075752002314,3,27493.20,18708.74,16.00,1
6728,СЗ КАМЕЛОТ,7826152585,1027810263491,1,27485.50,0.00,7.00,1
137,СЗ ЗЕЛЕНХОЗ,2540173481,1112540006149,7,27484.81,15398.45,7.43,1
13310,СЗННДК АВТОЗАВОД,5260473343,1205200034632,2,27427.00,16506.40,5.00,1
40103,СЗ ГОРОД ПАРК,3662315431,1253600011070,1,27415.20,18962.40,18.00,1
19685,СЗ ПСК-ИНВЕСТ,8904093444,1228900003727,1,27392.70,13796.63,11.00,1
22924,СЗ ЯСНЫЙ 1,2461052660,1242400013140,1,27391.62,19828.11,10.00,1
16678,СЗ МЕРИДИАН ВК,2508136220,1192536027683,3,27385.67,16455.40,11.67,1
1929,СЗ ФСК ЗАПАДНЫЙ ЛУЧ,7453324060,1187456040111,1,27382.50,19311.07,25.00,1
16796,СЗ НАСЛЕДИЕ,7604376432,1217600009087,1,27335.51,15298.91,6.00,1
19020,СЗ ГАММА,6658570120,1246600002945,1,27332.90,14944.20,26.00,1
297,СЗ СМУ-58,2129040518,1022101273006,3,27328.60,18389.92,12.67,1
21430,СЗ-ПРИБРЕЖНЫЙ,2723218725,1222700008607,1,27324.38,11514.40,25.00,1
27813,СЗ ФОРТЛАЙФ,2222911505,1252200006563,2,27321.02,18073.47,18.00,1
19733,СЗ ПРИТЯЖЕНИЕ 3,7448243496,1227400025082,2,27284.95,18336.05,22.50,1
14651,ФОРТИС 1,6678105731,1196658086767,2,27283.00,18640.90,21.50,1
16094,СЗ НОВАЯ ЗЕМЛЯ,7203530951,1217200020762,10,27261.02,18371.31,5.50,1
22203,СЗ ЛЕГЕНДА,0268054232,1100268001327,1,27232.62,14148.84,19.00,1
13692,СЗ ФАЙВ СТАРС,2367020291,1212300033483,3,27229.20,0.00,5.00,1
17259,СЗ МАГИСТРАЛЬ,1400014610,1221400011458,1,27213.69,14374.37,16.00,1
2034,СЗ АРТМАСТЕР,3904043116,1033900800680,2,27179.59,18258.78,10.00,1
6807,СПЕЦИАЛИЗИРОВАНЫЙ ЗАСТРОЙЩИК СТРОЙ ЦЕНТР,2458012844,1132452001440,2,27160.82,17879.35,22.50,1
12439,СЗ ДОХОДНЫЙ ДОМ,9729301450,1207700397145,2,27143.01,17739.00,9.50,1
17342,СЗ ТВОРЧЕСТВО НА МЕЛЬНИКАЙТЕ,7203544418,1227200016020,1,27119.90,14781.00,26.00,1
18839,СЗ КОМФОРТСТРОЙ,6714051210,1206700018140,2,27102.40,18355.60,17.00,1
2200,СЗ ПАРУСА,9103079841,1169102067573,1,27092.99,0.00,12.00,1
24601,СЗ ШЕЛЕСТ,3917519191,1133926047815,2,27091.85,15543.17,10.00,1
18608,СЗ КМ,7203571637,1247200004501,1,27064.67,13566.03,25.00,1
16011,СЗ СТРОЙПРОЕКТ-ВОСТОК,6165232981,1226100016230,2,27043.19,15354.27,20.00,1
18451,СЗ ИМПЕРИЯ,5029257978,1205000081450,2,27023.20,18313.40,18.00,1
37180,СЗ СФЕРА,2130162398,1152130013980,3,27011.75,16683.33,11.33,1
30351,СЗ СТРОИТЕЛЬНАЯ КОМПАНИЯ АТЛАНТ,0900008852,1230900002398,1,26944.64,18551.60,17.00,1
19836,СЗ ПМД-ГОРОДСКИЕ ГОРКИ,5904402506,1225900016220,1,26943.50,17252.50,26.00,1
2472,СЗ ЮГСПЕЦСТРОЙ,6161068787,1136193005740,4,26937.62,18312.83,8.75,1
9506,СЗ ЕВРОСТРОЙ,4703140305,1144703001827,2,26925.96,14690.40,6.00,1
156,СЗ КВАРТАЛ,1832100680,1121832004117,1,26872.60,17954.20,25.00,1
1224,СЗ ГАРАНТ-ЖИЛЬЕ,6732076930,1146733013350,4,26865.27,21580.80,11.00,1
18500,СЗ КОМПЛЕКС. ВОЛГОГРАД,3460085305,1233400011657,1,26811.78,17053.45,14.00,1
23096,СЗ МОТОВИЛИХИНСКИЙ 12,5904412920,1245900019562,2,26802.89,18687.09,11.50,1
17307,ГРИНХИЛЛ СЗ,9704222567,1237700656710,1,26801.00,18048.37,17.00,1
17774,СЗ ЭДЕЛЬВЕЙС-4,2540262438,1212500016508,1,26780.80,13006.00,24.00,1
19395,СЗ АТМОСФЕРА СМАРТ,3200004086,1243200000340,2,26772.00,17609.28,16.50,1
28887,СЗ РЕГИОН СТРОЙ,0300023094,1240300003305,1,26757.40,17369.10,15.00,1
12436,СЗ ЛИДЕР-СТРОЙ,2623030543,1192651013499,2,26724.50,15886.60,7.50,1
18618,СЗ ПАВЛОВО ПАРК,5003152265,1225000080799,8,26716.70,19863.60,3.00,1
28827,СЗ СВОЙ ДОМ В ТАМБОВЕ,7449152996,1247400008239,3,26713.16,18025.00,10.00,1
38054,СЗ СГ,0268106730,1250200029034,1,26664.50,12252.50,8.00,1
22051,СЗ СК УНИСТРОЙДОМ-7,1686038825,1241600022047,1,26647.27,17772.68,14.00,1
35892,СЗ КЛЕВЕР 3.0,9102302720,1259100001600,1,26629.30,14729.40,17.00,1
15488,СЗ АГОЙ-ПАРК,2312314101,1225500023495,3,26624.55,16656.81,11.00,1
14465,СЗ К-ДЕВЕЛОПМЕНТ,3666260600,1213600022954,2,26623.70,18198.80,15.00,1
18791,СЗ МС-16,7606136524,1237600007688,1,26617.13,16321.82,10.00,1
18493,СЗ ЮНИТ.ЦЕНТР,5402079602,1235400037872,2,26614.00,11020.75,12.50,1
17341,СЗ ВОСТОК 314,6950255713,1216900014891,8,26598.67,0.00,5.25,1
17824,СЗ ПМ-ГРУПП,3123324667,1133123009942,14,26587.83,16727.66,6.07,1
18955,СЗ НДК - СКИФСКИЙ,9103101110,1239100001172,2,26581.40,13179.07,12.00,1
16909,СЗ СМК-СТРОЙ,2902090648,1232900002390,4,26570.86,17338.27,14.25,1
16688,СЗ ДИАГОНАЛЬ,1300002716,1221300004166,2,26559.35,16369.92,18.00,1
13004,СЗ СТРОЙЗАКАЗЧИК,0269041317,1200200067264,6,26553.95,15930.27,5.17,1
19766,СЗ ЦЕНТРАЛЬНЫЙ 4,3000012650,1243000001727,3,26535.20,22022.80,17.33,1
2044,СЗ СТРОЙИНЖИНИРИНГ,3128095971,1133128004900,1,26527.20,15491.54,18.00,1
23915,СК ГЕФЕСТ. СЗ,7451456014,1217400029164,1,26526.80,14951.96,8.00,1
1467,КМЗ АЛЕКСАНДРИЯ,5009088111,1135009003414,31,26501.20,21740.22,2.00,1
16255,СЗ ЖК ФЛОТИЛИЯ,1000003797,1221000005258,2,26499.35,16521.70,18.00,1
23182,СЗ ЛАПЕРУЗ ДВ,6501299128,1186501004370,1,26494.24,13047.34,17.00,1
2762,СЗ СК ВОЗРОЖДЕНИЕ-10,6027140849,1126027000802,2,26480.21,18540.20,12.00,1
8625,СЗ СВОЙ,7203432841,1177232030788,2,26448.00,17019.00,17.00,1
8776,СЗ ПАРК ПОБЕДЫ,6658528320,1196658061808,1,26440.80,14212.00,26.00,1
13450,СЗ СТРОЙФ,3459079018,1193443010067,4,26436.75,15961.64,10.00,1
17610,СЗ ШАРТАШ ПАРК,6678130576,1236600035627,1,26386.80,16951.00,33.00,1
16789,СЗ КАПСТРОЙСК,2635256305,1232600001633,2,26376.60,15011.30,10.00,1
13174,СЗ ЮГСТРОЙЗАКАЗЧИК,2301024680,1022300517656,3,26339.14,0.00,5.00,1
10872,СЗ АТМОСФЕРА КОМФОРТА,3257075148,1203200003710,1,26334.56,16961.06,16.00,1
15893,АРХЫЗ ИНВЕСТ,0912003961,1150912000084,1,26323.97,14537.24,17.00,1
15477,СЗ ТИМ-ГРУПП ДЕВЕЛОПМЕНТ,2540227137,1172536010020,1,26317.20,11275.40,23.00,1
2691,СЗ НИЖНЕВОЛЖСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ,3017039989,1043001823391,1,26308.00,14853.80,19.00,1
18376,СЗ ДВ КРИСТАЛЛ,2725103952,1112722005087,3,26307.00,17490.39,11.00,1
6856,СЗ ДОСТОЯНИЕ,6234114318,1136234003003,2,26304.62,16465.55,10.00,1
12087,АРЕНА,7604356517,1197627012626,3,26298.91,14569.27,13.00,1
2635,СЗ КАЛИНИНГРАДИНВЕСТСТРОЙ,3906262040,1123926015883,2,26276.20,17507.20,10.00,1
14499,СЗ ЭВЕРЕСТ,0300003570,1220300001712,4,26269.59,15053.82,6.00,1
23870,СЗ РЭС-РЫБАЦКАЯ,3000013164,1243000002233,3,26213.80,16679.80,15.67,1
19145,СЗ ВОЗРОЖДЕНИЕ-2023,9402014698,1239400004843,6,26194.25,19965.00,9.50,1
9020,СЗ ГК АТЛАНТ,7203455253,1187232019325,3,26187.63,14485.60,11.67,1
18597,СЗ МАНГО,6229086390,1176234013438,1,26181.51,15064.30,13.00,1
24257,СЗ СТАНДАРТ,4000021840,1254000001199,5,26178.45,10128.33,5.80,1
2984,СЗ КОРПОРАЦИЯ ЛЭК ИСТЕЙТ,7825670898,1037843053489,1,26173.60,13489.00,14.00,1
10,СЗ АМУРСТРОЙ,2801005205,1022800526572,2,26168.00,14265.80,11.50,1
17299,СЗ МС-ИНВЕСТ,7453345768,1227400011508,4,26157.07,19376.74,4.00,1
15892,СЗ КВАРТАЛИНВЕСТСТРОЙ,5473006150,1225400040414,1,26148.80,15692.40,17.00,1
17258,СЗ ТАЛАН-РЕГИОН-29,1841083046,1181832027310,1,26143.70,12894.30,25.00,1
7900,СЗ ТЕРМОДОМРИЕЛТ,5829003115,1165835060270,1,26143.20,16751.80,18.00,1
306,2МЕН ГРУПП,7701651356,1067746424899,3,26128.00,11065.00,8.00,1
516,СЗ КМАПЖС,3128001437,1023102357266,3,26118.38,18175.90,10.33,1
19049,СЗ ЭРБИАЙ - 6,7801704668,1217800152283,1,26081.10,10127.30,13.00,1
18361,СПЕЦСТРОЙ ПЗСП - ТАНЦОРОВА,5903152814,1225900006826,2,26038.77,18367.20,14.00,1
17619,СЗ ГСИ,3808285592,1233800025249,1,26031.96,16421.78,20.00,1
12840,МОНОЛИТ СТРОЙ,2311263616,1182375066807,2,26027.72,11880.92,10.00,1
18535,СЗ И2-ДЕВЕЛОПМЕНТ,7714494171,1227700652948,1,25989.14,14889.00,23.00,1
15571,СЗ РЕНОВА-Н2,3328028436,1223300005895,2,25988.52,15793.44,12.00,1
35465,СЗ ТСКМ-СТРОЙ,0500019708,1240500017042,1,25981.20,17439.41,17.00,1
12157,СЗ ДОМ-СТРОЙ НОВОСИБИРСК,5406674264,1115476075120,1,25976.40,11158.36,29.00,1
13911,СЗ ИППЕКО ДЕВЕЛОПМЕНТ,2536321507,1202500000724,4,25973.20,16192.20,12.50,1
12961,СЗ КРАСИВЫЙ ГОРОД,3443143042,1193443009704,2,25966.93,12291.82,14.00,1
2904,СЗ ТЭКОРЕСУРС,1658047987,1031626804549,2,25957.79,10160.11,6.00,1
24212,СЗ АЛЬФА,3525406616,1173525025244,2,25946.60,17232.50,12.00,1
9414,СЗ АКВА-ИНВЕСТ,7204208458,1147232031550,1,25895.70,17824.70,26.00,1
40601,СЗ ТАВР,9102303554,1259100003447,1,25894.73,15149.36,17.00,1
2215,СЗ РАДЧЕНКО,7536056600,1047550025995,2,25892.70,16693.20,8.00,1
6467,СЗ ОПАЛИХА-СИТИ,5024147481,1145024006434,1,25881.40,0.00,8.00,1
10285,СЗ ИНТЭСКА-СТ,5904149797,1065904122723,2,25876.10,17947.70,5.00,1
16910,СЗ ДЕВЕЛОПМЕНТ АН,3100015951,1233100004390,1,25875.40,17710.11,20.00,1
37617,СЗ ЖК СЕВЕРНЫЙ,1655509295,1251600030351,1,25826.45,12676.94,13.00,1
13364,СЗ СК СТРОЙИНВЕСТИЦИЯ,3906396212,1203900013767,3,25818.36,15130.70,8.00,1
15961,СЗ РАЗВИТИЕ ДЕВЕЛОПМЕНТ,9108125450,1209100017653,2,25793.08,16468.29,5.50,1
17106,СЗ КАЛЛИСТО,9704123238,1227700114575,1,25786.40,12349.40,16.00,1
12932,СЗ ГЛОБУС,6229066154,1096229001087,1,25775.00,17827.87,19.00,1
19152,СЗ СКАЙ,6319038948,1026301708762,2,25768.08,16438.26,18.00,1
17801,СЗ СТК,2460106480,1172468070114,1,25682.20,17275.62,18.00,1
19817,СЗ ИЗМАЙЛОВО,7720916720,1237700875070,2,25673.00,16033.20,20.00,1
10081,СЗ СТРОЙ-ИНДУСТРИЯ,1435344337,1191447010490,1,25657.48,18670.56,13.00,1
32143,СЗ АВАНГАРД,0725021618,1170726000499,1,25657.20,16208.00,10.00,1
14404,СЗ ФСК ФЛАГМАН,3849085715,1213800028265,3,25648.00,17784.50,13.00,1
13452,СЗ ДСИ,1660369935,1211600072122,1,25644.69,9996.98,25.00,1
27694,СЗ НОВЫЙ ДОМ,6671294617,1246600011921,1,25636.70,19277.30,34.00,1
13388,СЗ КГС-БУЛЬВАР,4205394378,1214200000431,1,25607.82,8950.95,8.00,1
7439,КС ПАСКАЛЬ СЗ,1831157080,1121831008397,1,25596.60,16835.90,18.00,1
19011,СЗ СВОЙ ДОМ НА НЕЙБУТА,5503273620,1235500020381,1,25570.10,18502.50,17.00,1
16146,СЗ ЧЁРНОЕ МОРЕ,7727491273,1227700219493,1,25566.75,15189.60,18.00,1
2992,СЗ БАТАЙСК-ЦЕНТР,6141033793,1106181000749,3,25546.03,14876.45,8.67,1
19498,СЗ ТРОИЦКОЕ ПОЛЕ,7811767642,1217800173580,1,25535.29,0.00,14.00,1
22804,СЗ ЭЛЕМЕНТ,5027287737,1205000062431,1,25519.98,17391.56,13.00,1
1897,СЗ КАЛУГА-ЛИДЕР,4028051443,1124028003604,2,25493.40,17344.90,24.00,1
16956,СЗ СЕМЬЯ,6141060170,1236100010794,2,25492.90,18602.60,20.00,1
35523,СЗ УЛЬТРА,0700027311,1250700005874,3,25471.68,18107.20,9.00,1
6760,СЗ СПЕКТР-М,1215121350,1071215004717,1,25471.31,16672.35,16.00,1
90,СЗ ФИРМА МАЯКОВСКАЯ,4346041022,1024301306732,4,25467.90,16523.90,15.50,1
14172,СЗ КАМАСТРОЙ-НЧ,1650345692,1171690022965,2,25435.19,21314.40,15.50,1
14637,СЗ ЭЛИТСТРОЙ,8904092507,1228900001109,2,25406.80,19130.00,11.00,1
13015,СЗ СТРОЙКОНТИНЕНТ,2635046442,1022601980037,1,25406.70,13691.20,21.00,1
23100,СЗ ТРОИЦКАЯ ГОРА,7801700670,1217800096513,1,25374.74,16365.09,5.00,1
14621,СПЕЦЗАСТРОЙЩИК ДИНАСТИЯ,1658239142,1221600047096,2,25372.00,17181.02,16.00,1
6333,СЗ ВОСКРЕСЕНСКИЙ ДОМ,0275910808,1170280021229,1,25362.31,17245.89,29.00,1
20224,СЗ ДОМВЕРС,3300001113,1233300003529,1,25329.80,18465.80,10.00,1
19285,СЗ КЛИПЕР,3663164400,1233600018244,3,25316.50,16607.03,19.00,1
6575,СЗ АЛЬЯНС-СТРОЙ,7838423409,1097847053776,1,25299.93,14614.78,19.00,1
